"species_name"	"Major_tax"	"Tax"	"CPA_count"	"CPA_binary"	"NhaB_count"	"NhaB_binary"	"NhaC_count"	"NhaC_binary"	"NhaD_count"	"NhaD_binary"
"103"	"Ichthyophthirius_multifiliis_strain_G5"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Hymenostomatida;Ophryoglenina;Ichthyophthirius;Ichthyophthiriusmultifiliis"	13	1	0	0	0	0	0	0
"104"	"Intoshia_linei"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mesozoa;Orthonectida;Rhopaluridae;Intoshia"	2	1	0	0	0	0	0	0
"105"	"Ixodes_scapularis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Ixodidae;Ixodinae;Ixodes"	19	1	0	0	0	0	3	1
"106"	"Jakoba_bahamiensis"	"Discoba"	"Eukaryota;Discoba;Jakobida;Histionina;Jakobidae;Jakoba"	2	1	0	0	0	0	2	1
"107"	"Kipferlia_bialata"	"Metamonada"	"Eukaryota;Metamonada;Fornicata;Carpediemonas-likeorganisms;Kipferlia"	4	1	0	0	0	0	0	0
"108"	"Klebsormidium_nitens"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium"	18	1	0	0	0	0	3	1
"109"	"Kluyveromyces_lactis"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces"	3	1	0	0	0	0	0	0
"110"	"Leishmania_major_Friedlin"	"Discoba"	"Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae;Leishmania;Leishmania;Leishmaniamajorspeciescomplex"	2	1	0	0	0	0	1	1
"111"	"Lepeophtheirus_salmonis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Siphonostomatoida;Caligidae;Lepeophtheirus"	15	1	0	0	0	0	1	1
"112"	"Leptomonas_seymouri"	"Discoba"	"Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae;Leptomonas"	3	1	0	0	0	0	1	1
"113"	"Lichteimia_ornata"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimiaceae;Lichtheimia"	8	1	0	0	0	0	5	1
"114"	"Limulus_polyphemus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Merostomata;Xiphosura;Limulidae;Limulus"	32	1	0	0	0	0	0	0
"115"	"Linderina_pennispora_ATCC12442"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Linderina"	4	1	0	0	0	0	1	1
"116"	"Lingula_anatina"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Brachiopoda;Linguliformea;Lingulata;Lingulida;Linguloidea;Lingulidae;Lingula"	33	1	0	0	0	0	7	1
"117"	"Lobosporangium_transversale_NRRL_3116"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Lobosporangium"	6	1	0	0	0	0	3	1
"118"	"Lottia_gigantea"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Patellogastropoda;Lottioidea;Lottiidae;Lottia"	9	1	0	0	0	0	2	1
"119"	"Malawimonas_californiana"	"Malawimonada"	"Eukaryota;Malawimonadida;Malawimonadidae;Malawimonas"	3	1	0	0	0	0	2	1
"120"	"Malawimonas_jakobiformis"	"Malawimonada"	"Eukaryota;Malawimonadida;Malawimonadidae;Malawimonas"	7	1	0	0	0	0	6	1
"121"	"Marchantia_polymorpha"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Marchantiopsida;Marchantiidae;Marchantiales;Marchantiaceae;Marchantia"	20	1	0	0	0	0	4	1
"122"	"Martensiomyces_pterosporus"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Martensiomyces"	4	1	0	0	0	0	2	1
"123"	"Mastigamoeba_balamuthi"	"Amoebozoa"	"Eukaryota;Amoebozoa;Evosea;Archamoebae;Mastigamoebida;Mastigamoebidae;Mastigamoeba"	9	1	0	0	0	0	10	1
"124"	"Melampsora_laricis-populina"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora"	4	1	0	0	0	0	1	1
"125"	"Micromonas_pusilla_CCP1545"	"Viridiplantae"	"Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae"	6	1	0	0	0	0	4	1
"126"	"Mitosporidium_daphniae"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Microsporidia;Microsporidiaincertaesedis;Mitosporidium"	1	1	0	0	1	1	0	0
"127"	"Mixia_osmundae_IAM_14324"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Mixiomycetes;Mixiales;Mixiaceae;Mixia;Mixiaosmundae"	3	1	0	0	0	0	1	1
"128"	"Mnemiopsis_leidyi"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Ctenophora;Tentaculata;Lobata;Bolinopsidae;Mnemiopsis"	11	1	0	0	0	0	1	1
"129"	"Monocercomonoides_exilis"	"Metamonada"	"Eukaryota;Metamonada;Preaxostyla;Oxymonadida;Polymastigidae;Monocercomonoides"	0	0	0	0	0	0	1	1
"130"	"Monoraphidium_neglectum"	"Viridiplantae"	"Eukaryota;Viridiplantae;Chlorophyta;corechlorophytes;Chlorophyceae;CSclade;Sphaeropleales;Selenastraceae;Monoraphidium"	3	1	0	0	0	0	4	1
"131"	"Monosiga_brevicollis_MX1"	"Amorphea"	"Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Monosiga;Monosigabrevicollis"	8	1	0	0	0	0	2	1
"132"	"Mucor_mucedo"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Mucor"	8	1	0	0	0	0	6	1
"133"	"Mus_musculus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Mus;Mus"	47	1	0	0	0	0	3	1
"134"	"Mycosarcoma_maydis"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis"	7	1	0	0	0	0	2	1
"135"	"Naegleria_fowleri"	"Discoba"	"Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Vahlkampfiidae;Naegleria"	2	1	0	0	0	0	7	1
"136"	"Nannochloropsis_salina_CCMP1776"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Microchloropsis"	10	1	0	0	0	0	1	1
"137"	"Nelumbo_nucifera"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Proteales;Nelumbonaceae;Nelumbo"	42	1	0	0	0	0	3	1
"138"	"Nematostella_vectensis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Edwardsiidae;Nematostella"	16	1	0	0	0	0	1	1
"139"	"Neocallimastix_californea"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Chytridiomycota;Chytridiomycotaincertaesedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix"	6	1	0	0	5	1	4	1
"140"	"Neoconidiobolus_thromboides_FSU785"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Zoopagomycota;Entomophthoromycotina;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Neoconidiobolus"	6	1	0	0	3	1	2	1
"141"	"Neopyropia_yezoensis"	"Rhodophyta"	"Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Pyropia"	9	1	0	0	0	0	6	1
"142"	"Neurospora_crassa"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Neurospora"	5	1	0	0	0	0	0	0
"143"	"Nosema_bombycis_CQ1"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Microsporidia;Apansporoblastina;Nosematidae;Nosema"	0	0	0	0	0	0	0	0
"144"	"Octopus_bimaculoides"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;Octopoda;Incirrata;Octopodidae;Octopus"	15	1	0	0	0	0	0	0
"145"	"Oikopleura_dioica"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Tunicata;Appendicularia;Copelata;Oikopleuridae;Oikopleura"	9	1	0	0	0	0	0	0
"146"	"Onchocerca_flexuosa"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Onchocerca"	5	1	0	0	0	0	0	0
"147"	"Ornithorhynchus_anatinus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Prototheria;Monotremata;Ornithorhynchidae;Ornithorhynchus"	35	1	0	0	0	0	25	1
"148"	"Oryza_sativa_japonica"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOPclade;Oryzoideae;Oryzeae;Oryzinae;Oryza;Oryzasativa"	33	1	0	0	0	0	29	1
"149"	"Ostreococcus_tauri"	"Viridiplantae"	"Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus"	10	1	0	0	0	0	3	1
"150"	"Oxytricha_trifallax_KRB310"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae;Oxytrichinae;Oxytricha"	17	1	0	0	0	0	0	0
"151"	"Paramecium_tetraurelia"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peniculida;Parameciidae;Paramecium"	23	1	0	0	0	0	0	0
"152"	"Paratrimastix_pyriformis"	"Metamonada"	"Eukaryota;Metamonada;Preaxostyla;Paratrimastigidae;Paratrimastix"	1	1	0	0	1	1	5	1
"153"	"Patiria_miniata"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Asterinidae;Patiria"	18	1	0	0	0	0	1	1
"154"	"Paulinella_micropora_KR01"	"Rhizaria"	"Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Paulinellidae;Paulinella"	8	1	1	1	2	1	13	1
"155"	"Pecoramyces ruminantium"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Chytridiomycota;Chytridiomycotaincertaesedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Pecoramyces"	1	1	0	0	2	1	2	1
"156"	"Pediculus_humanus_corporis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Phthiraptera;Anoplura;Pediculidae;Pediculus"	5	1	0	0	0	0	1	1
"157"	"Pelagomonas_calceolata"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonas"	10	1	0	0	1	1	0	0
"158"	"Pelodiscus_sinensis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Testudinata;Testudines;Cryptodira;Trionychia;Trionychidae;Pelodiscus"	26	1	0	0	0	0	2	1
"159"	"Penicillium_alfredii"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium"	6	1	0	0	0	0	1	1
"160"	"Perkinsela_sp._CCAP_1560/4"	"Discoba"	"Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastina;Ichthyobodonidae"	1	1	0	0	0	0	1	1
"161"	"Perkinsus_marinus_ATCC_50983"	"Alveolata"	"Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida;Perkinsidae;Perkinsus;Perkinsusmarinus"	2	1	0	0	0	0	5	1
"162"	"Petromyzon_marinus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Cyclostomata;Hyperoartia;Petromyzontiformes;Petromyzontidae;Petromyzon"	17	1	0	0	0	0	1	1
"163"	"Phaeodactylum_tricornutum_CCAP1055/1"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Phaeodactylaceae;Phaeodactylum"	12	1	0	0	1	1	5	1
"164"	"Pharyngomonas_kirbyi"	"Discoba"	"Eukaryota;Discoba;Heterolobosea;Pharyngomonada;Pharyngomonas"	2	1	0	0	0	0	3	1
"165"	"Phycomyces_blakesleeanus_NRRL1555"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Phycomycetaceae;Phycomyces;Phycomycesblakesleeanus"	7	1	0	0	0	0	2	1
"166"	"Physcomitrium_patens"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Funariidae;Funariales;Funariaceae;Physcomitrium"	66	1	0	0	0	0	13	1
"167"	"Phytomonas_sp._isolate_Hart1"	"Discoba"	"Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Phytomonas;unclassifiedPhytomonas"	0	0	0	0	0	0	1	1
"168"	"Phytophthora_infestans_T30-4"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Phytophthora"	7	1	0	0	1	1	1	1
"169"	"Picea_abies"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Acrogymnospermae;Pinopsida;Pinidae;ConifersI;Pinales;Pinaceae;Picea"	7	1	0	0	0	0	2	1
"170"	"Piromyces_finnis"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Chytridiomycota;Chytridiomycotaincertaesedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces"	3	1	0	0	1	1	2	1
"171"	"Planomonas_micra"	"Ancyromonadida"	"Eukaryota;Ancyromonadida;Planomonadidae;Planomonas"	6	1	0	0	0	0	2	1
"172"	"Planoprotostelium_fungivorum"	"Amoebozoa"	"Eukaryota;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium"	6	1	0	0	0	0	0	0
"173"	"Plasmodiophora_brassicae"	"Rhizaria"	"Eukaryota;Sar;Rhizaria;Endomyxa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Plasmodiophora"	5	1	0	0	0	0	2	1
"174"	"Plasmodium_falciparum_3D7"	"Alveolata"	"Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium(Laverania);Plasmodiumfalciparum"	1	1	0	0	0	0	0	0
"175"	"Plasmopara_halstedii"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporales;Peronosporaceae;Plasmopara"	6	1	0	0	1	1	1	1
"176"	"Pneumocystis_murina_B123"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis;Pneumocystismurina"	2	1	0	0	0	0	0	0
"177"	"Podila_verticillata_NRRL6337"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungi_incertae_sedis;Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila"	7	1	0	0	0	0	1	1
"178"	"Porphyra_umbilicalis"	"Rhodophyta"	"Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra"	8	1	0	0	0	0	2	1
"179"	"Porphyridium_purpureum"	"Rhodophyta"	"Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Porphyridium"	9	1	0	0	3	1	4	1
"180"	"Priapulus_caudatus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Scalidophora;Priapulida;Priapulimorpha;Priapulimorphida;Priapulidae;Priapulus"	12	1	0	0	0	0	4	1
"181"	"Pristionchus_pacificus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Diplogasteromorpha;Diplogasteroidea;Neodiplogasteridae;Pristionchus"	13	1	0	0	0	0	0	0
"182"	"Proteomonas_sulcata"	"Cryptophyta"	"Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Proteomonas"	235	1	0	0	10	1	118	1
"183"	"Prymnesium_parvum"	"Haptophyta"	"Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium"	24	1	0	0	2	1	5	1
"184"	"Pseudocohnilembus_persalinus"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Scuticociliatia;Philasterida;Pseudocohnilembidae;Pseudocohnilembus"	9	1	0	0	0	0	0	0
"185"	"Ptychodera_flava"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Hemichordata;Enteropneusta;Ptychoderidae;Ptychodera"	21	1	0	0	0	0	5	1
"186"	"Pythium_ultimum_DAOM_BR144"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Oomycota;Pythiales;Pythiaceae;Globisporangium;Globisporangiumultimum"	9	1	0	0	1	1	1	1
"187"	"Ramazzottius_varieornatus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Tardigrada;Eutardigrada;Parachela;Hypsibioidea;Ramazzottiidae;Ramazzottius"	13	1	0	0	0	0	0	0
"188"	"Ramicandelaber_brevisporus"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Zoopagomycota;Kickxellomycotina;Kickxellomycotinaincertaesedis;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber"	3	1	0	0	0	0	1	1
"189"	"Reclinomonas_americana"	"Discoba"	"Eukaryota;Discoba;Jakobida;Histionina;Reclinomonas"	4	1	0	0	0	0	0	0
"190"	"Reticulomyxa_filosa"	"Rhizaria"	"Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Reticulomyxidae;Reticulomyxa"	0	0	0	0	0	0	0	0
"191"	"Rhizoctonia_solani"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetesincertaesedis;Cantharellales;Ceratobasidiaceae;Rhizoctonia"	7	1	0	0	0	0	0	0
"192"	"Rhizophagus_irregularis"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus"	7	1	0	0	0	0	1	1
"193"	"Rhodosorus_marinus"	"Rhodophyta"	"Eukaryota;Rhodophyta;Stylonematophyceae;Stylonematales;Stylonemataceae;Rhodosorus"	9	1	0	0	4	1	3	1
"194"	"Rhodotorula_toruloides_NP11"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;unclassifiedRhodotorula"	6	1	0	0	0	0	1	1
"195"	"Rozella_allomycis"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Cryptomycota;Cryptomycotaincertaesedis;Rozella"	3	1	0	0	1	1	1	1
"196"	"Saccharomyces_cerevisiae_S288C"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces"	3	1	0	0	0	0	0	0
"197"	"Saccoglossus_kowalevskii"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Hemichordata;Enteropneusta;Harrimaniidae;Saccoglossus"	6	1	0	0	0	0	2	1
"198"	"Saitoella_complicata_NRRL_Y-17804"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Taphrinomycotinaincertaesedis;Saitoella;Saitoellacomplicata"	4	1	0	0	0	0	1	1
"199"	"Salpingoeca_rosetta"	"Amorphea"	"Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Salpingoeca"	8	1	0	0	0	0	2	1
"200"	"Saprolegnia_diclina_VS20"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Oomycota;Saprolegniales;Saprolegniaceae;Saprolegnia"	8	1	0	0	2	1	1	1
"201"	"Schistosoma_mansoni"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma"	3	1	0	0	0	0	0	0
"202"	"Schizochytrium_aggregatum_ATCC_28209"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Bigyra;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;Schizochytrium;Schizochytriumaggregatum"	112	1	0	0	13	1	6	1
"203"	"Schizosaccharomyces_pombe_ASM294V2"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomycespombe"	4	1	0	0	0	0	0	0
"204"	"Schmidtea_mediterranea"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Continenticola;Geoplanoidea;Dugesiidae;Schmidtea"	7	1	0	0	0	0	1	1
"205"	"Selaginella_moellendorffii"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Lycopodiopsida;Selaginellales;Selaginellaceae;Selaginella"	26	1	0	0	0	0	9	1
"206"	"Smittium_mucronatum"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium"	2	1	0	0	0	0	1	1
"207"	"Soboliphyme_baturini"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dioctophymatida;Dioctophymatoidea;Soboliphymatidae;Soboliphyme"	1	1	0	0	0	0	0	0
"208"	"Sorghum_bicolor"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;PACMADclade;Panicoideae;Andropogonodae;Andropogoneae;Sorghinae;Sorghum"	34	1	0	0	0	0	16	1
"209"	"Sphaeroform_artica_JP610_V1"	"Ichthyosporea"	"Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Sphaeroforma;Sphaeroformaarctica"	9	1	0	0	1	1	2	1
"210"	"Sphagnum_fallax"	"Viridiplantae"	"Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Sphagnophytina;Sphagnopsida;Sphagnales;Sphagnaceae;Sphagnum"	52	1	0	0	0	0	4	1
"211"	"Spironucleus_salmonicida"	"Metamonada"	"Eukaryota;Metamonada;Fornicata;Diplomonadida;Hexamitidae;Hexamitinae;Spironucleus"	2	1	0	0	0	0	0	0
